"title","imdb_id","titleType","startYear","endYear","genres","averageRating","numVotes","director","platform"
"#UNFIT: The Psychology of Donald Trump","tt12304596","movie",2020,0,"Biography,Documentary",6.9,3549,"Dan Partland","Prime Video"
"The Day I Became a God","tt12305588","tvMiniSeries",2020,2020,"Animation,Comedy,Drama",6.6,803,NA,"Disney+"
"The Day I Became a God","tt12305588","tvMiniSeries",2020,2020,"Animation,Comedy,Drama",6.6,803,NA,"Hulu"
"Sniper: Assassin's End","tt12305696","video",2020,0,"Action,Thriller",5.4,5136,"Kaare Andrews","Prime Video"
"American Horror Stories","tt12306692","tvSeries",2021,0,"Drama,Horror,Mystery",6.3,27937,NA,"Disney+"
"American Horror Stories","tt12306692","tvSeries",2021,0,"Drama,Horror,Mystery",6.3,27937,NA,"Hulu"
"On the Fringe","tt12306964","movie",2022,0,"Drama",6.6,2413,"Juan Diego Botto","Netflix"
"Breaking","tt12311620","movie",2022,0,"Crime,Drama,Thriller",6.3,9038,"Abi Damaris Corbin","Hulu"
"Children of the Corn","tt12311866","movie",2020,0,"Horror",3.7,4799,"Kurt Wimmer","Hulu"
"Jeffrey Epstein: Filthy Rich","tt12312250","tvMiniSeries",2020,2020,"Crime,Documentary",7.1,30124,"Lisa Bryant","Netflix"
"Labor Pains","tt1231287","movie",2009,0,"Comedy,Romance",4.8,12279,"Lara Shapiro","Prime Video"
"Ju-on: Origins","tt12313914","tvSeries",2020,2020,"Drama,Horror,Mystery",6.1,5516,"Shô Miyake","Netflix"
"Alvin and the Chipmunks: The Squeakquel","tt1231580","movie",2009,0,"Adventure,Comedy,Family",4.6,56398,"Betty Thomas","Max"
"Hot Tub Time Machine","tt1231587","movie",2010,0,"Comedy,Sci-Fi",6.4,189854,"Steve Pink","Max"
"Hot Tub Time Machine","tt1231587","movie",2010,0,"Comedy,Sci-Fi",6.4,189854,"Steve Pink","Prime Video"
"Green Porno","tt1231602","tvSeries",2008,2009,"Comedy,Documentary,Short",8,612,NA,"Max"
"Legend of the Muse","tt12317242","movie",2020,0,"Thriller",5.4,111,"John Burr","Prime Video"
"They Crawl Beneath","tt12324092","movie",2022,0,"Horror",3.3,621,"Dale Fabrigar","Prime Video"
"Percy Jackson and the Olympians","tt12324366","tvSeries",2023,0,"Action,Adventure,Family",7,40034,NA,"Disney+"
"Luccas Neto in: Summer Camp","tt12325302","movie",2019,0,"Comedy,Family",2.9,103,"Lucas Margutti","Netflix"
"Luccas Neto em: Acampamento de Férias 2","tt12325326","movie",2019,0,"Comedy,Family",3.3,97,"Lucas Margutti","Netflix"
"Star Trek: Strange New Worlds","tt12327578","tvSeries",2022,0,"Action,Adventure,Sci-Fi",8.3,62439,NA,"Paramount+"
"21 Jump Street","tt1232829","movie",2012,0,"Action,Comedy,Crime",7.2,613693,NA,"Max"
"21 Jump Street","tt1232829","movie",2012,0,"Action,Comedy,Crime",7.2,613693,NA,"Netflix"
"Theodore Roosevelt","tt12330446","tvMiniSeries",2022,2022,"Biography,Documentary,History",8.1,627,"Malcolm Venville","Prime Video"
"Our Last Crusade or The Rise of a New World","tt12331304","tvSeries",2020,0,"Action,Animation,Fantasy",6.4,1171,NA,"Hulu"
"Akudama Drive","tt12331342","tvSeries",2020,2020,"Action,Animation,Crime",7.3,3018,NA,"Hulu"
"Saw VI","tt1233227","movie",2009,0,"Horror,Mystery,Thriller",6,129141,"Kevin Greutert","Max"
"Jungle War","tt12333724","tvMiniSeries",2019,2019,"Documentary,History,War",7,8,"Mike Kenneally","Prime Video"
"Nuevo rico, nuevo pobre","tt1233451","tvSeries",2007,0,"Comedy",7.1,292,NA,"Netflix"
"Last Man Down","tt12335692","movie",2021,0,"Action,Sci-Fi",3.5,14168,"Fansu Njie","Prime Video"
"Daughters","tt12336480","movie",2024,0,"Documentary",7.6,1149,NA,"Netflix"
"Jujutsu Kaisen","tt12343534","tvSeries",2020,0,"Action,Adventure,Animation",8.5,138947,NA,"Hulu"
"Jujutsu Kaisen","tt12343534","tvSeries",2020,0,"Action,Adventure,Animation",8.5,138947,NA,"Netflix"
"The Book of Mythical Beasts","tt12343848","movie",2020,0,"Adventure,Fantasy",6.6,72,"Zhang Tao","Prime Video"
"Terra Nova","tt1234435","movie",2008,0,"Action,Drama,Thriller",6.6,2114,"Aleksandr Melnik","Prime Video"
"The Butterfly Effect 3: Revelations","tt1234541","movie",2009,0,"Crime,Sci-Fi,Thriller",5.6,21025,"Seth Grossman","Prime Video"
"The Men Who Stare at Goats","tt1234548","movie",2009,0,"Comedy,War",6.2,139139,"Grant Heslov","Prime Video"
"Red Dawn","tt1234719","movie",2012,0,"Action,War",5.3,81740,"Dan Bradley","Hulu"
"Red Dawn","tt1234719","movie",2012,0,"Action,War",5.3,81740,"Dan Bradley","Max"
"RoboCop","tt1234721","movie",2014,0,"Action,Crime,Sci-Fi",6.1,242521,"José Padilha","Max"
"Cuckoo","tt12349832","movie",2024,0,"Horror,Mystery,Thriller",5.8,18810,"Tilman Singer","Hulu"
"Lie to Me","tt1235099","tvSeries",2009,2011,"Crime,Drama,Mystery",8,130341,NA,"Disney+"
"Lie to Me","tt1235099","tvSeries",2009,2011,"Crime,Drama,Mystery",8,130341,NA,"Hulu"
"Last Ride","tt1235142","movie",2009,0,"Crime,Drama",6.6,2641,"Glendyn Ivin","Prime Video"
"The Reagans","tt12351448","tvMiniSeries",2020,2020,"Biography,Documentary,History",6.9,1177,"Matt Tyrnauer","Prime Video"
"A Prophet","tt1235166","movie",2009,0,"Crime,Drama",7.8,103751,"Jacques Audiard","Netflix"
"Wild Target","tt1235189","movie",2010,0,"Action,Comedy,Crime",6.7,41295,"Jonathan Lynn","Prime Video"
"Rise of the Mummy","tt12352250","movie",2021,0,"Horror",2.6,226,"Antonia Johnstone","Prime Video"
"Broken City","tt1235522","movie",2013,0,"Crime,Drama,Mystery",6.1,84409,"Allen Hughes","Prime Video"
"Mahler on the Couch","tt1235537","movie",2010,0,"Biography,Drama,Romance",6.1,510,NA,"Prime Video"
"Better Off Ted","tt1235547","tvSeries",2009,2010,"Comedy,Sci-Fi",8.2,27720,NA,"Prime Video"
"You Are My Destiny","tt12357958","tvSeries",2020,0,"Drama",7.3,543,"Hsiao-Peng Chou","Prime Video"
"Ondine","tt1235796","movie",2009,0,"Drama,Mystery,Romance",6.8,22993,"Neil Jordan","Max"
"Stay Cool","tt1235807","movie",2009,0,"Comedy,Drama,Romance",4.9,3668,"Michael Polish","Prime Video"
"Two","tt12358104","movie",2021,0,"Drama,Mystery,Thriller",4.3,5293,"Mar Targarona","Netflix"
"Mirror, Mirror","tt12358208","movie",2022,0,"Comedy",4.9,609,"Marc Crehuet","Netflix"
"Boogie","tt1235827","movie",2009,0,"Action,Animation,Crime",6.3,1590,"Gustavo Cova","Prime Video"
"Drishyam 2","tt12361178","movie",2021,0,"Crime,Drama,Mystery",8.4,42209,"Jeethu Joseph","Prime Video"
"Zack Snyder's Justice League","tt12361974","movie",2021,0,"Action,Adventure,Fantasy",7.9,449515,"Zack Snyder","Max"
"The Search","tt12364156","tvMiniSeries",2020,2020,"Crime",5.7,751,NA,"Netflix"
"Sid the Science Kid","tt1236429","tvSeries",2008,0,"Animation,Comedy,Family",5.5,976,NA,"Prime Video"
"Attack on Darfur","tt1236471","movie",2009,0,"Drama,War",5.8,2801,"Uwe Boll","Prime Video"
"Stoic","tt1236484","movie",2009,0,"Crime,Drama",5.1,2935,"Uwe Boll","Prime Video"
"Rattan","tt12368430","tvSeries",2021,0,"Drama,Fantasy,Mystery",7.3,308,"Muge Li","Prime Video"
"Floor Is Lava","tt12370124","tvSeries",2020,0,"Game-Show",5.4,2984,"Brian Smith","Netflix"
"Floor Is Lava","tt12370124","tvSeries",2020,0,"Game-Show",5.4,2984,"Brian Smith","Prime Video"
"Zenimation","tt12372034","tvSeries",2020,0,"Animation,Family,Short",7.4,522,"David Bess","Disney+"
"Mystery Team","tt1237838","movie",2009,0,"Comedy,Crime,Mystery",6.6,9868,"Dan Eckman","Prime Video"
"Secrets of Summer","tt12379170","tvSeries",2022,2022,"Drama,Family",6.1,306,NA,"Netflix"
"Hypnotic","tt12383460","movie",2021,0,"Horror,Mystery,Thriller",5.3,20494,NA,"Netflix"
"Lancaster","tt12384428","movie",2022,0,"Documentary",7.9,471,NA,"Prime Video"
"A Distant Place","tt12385988","movie",2020,0,"Drama",6.7,297,"Park Kun-young","Prime Video"
"Blue Dragon","tt1238937","tvSeries",2007,2008,"Action,Adventure,Animation",6.4,451,NA,"Hulu"
"Place of Execution","tt1239129","tvMiniSeries",2008,2008,"Crime,Drama,Mystery",7.4,1851,"Daniel Percival","Prime Video"
"Wild Roses","tt1239185","tvSeries",2009,2009,"Drama,Romance",6.6,266,NA,"Prime Video"
"Bulbbul","tt12393526","movie",2020,0,"Drama,Horror,Mystery",6.6,15302,"Anvita Dutt","Netflix"
"Eddie Pepitone: For the Masses","tt12395780","movie",2020,0,"Comedy",7.1,131,"Steven Feinartz","Hulu"
"Eddie Pepitone: For the Masses","tt12395780","movie",2020,0,"Comedy",7.1,131,"Steven Feinartz","Prime Video"
"Little Big Women","tt12397078","movie",2020,0,"Drama,Family",7.2,2806,"Joseph Chen-Chieh Hsu","Netflix"
"Bloodthirsty","tt12399056","movie",2020,0,"Drama,Horror,Music",4.8,1839,"Amelia Moses","Prime Video"
"Breathe: Into the Shadows","tt12405230","tvSeries",2020,0,"Drama,Thriller",7.6,19094,"Mayank Sharma","Prime Video"
"Murder in a Small Town","tt12408718","tvSeries",2024,0,"Crime,Drama,Mystery",6.8,2769,NA,"Disney+"
"Murder in a Small Town","tt12408718","tvSeries",2024,0,"Crime,Drama,Mystery",6.8,2769,NA,"Hulu"
"Amazonia","tt1240899","movie",2013,0,"Adventure,Comedy,Family",6.5,1120,"Thierry Ragobert","Prime Video"
"We Are the Champions","tt12409154","tvSeries",2020,2020,"Documentary,Game-Show",7.1,1661,NA,"Netflix"
"Paranormal","tt12411074","tvSeries",2020,2020,"Drama,Fantasy,Horror",8,74881,NA,"Netflix"
"Sonic the Hedgehog 2","tt12412888","movie",2022,0,"Action,Adventure,Comedy",6.5,95286,"Jeff Fowler","Hulu"
"Sonic the Hedgehog 2","tt12412888","movie",2022,0,"Action,Adventure,Comedy",6.5,95286,"Jeff Fowler","Paramount+"
"Death Note","tt1241317","movie",2017,0,"Crime,Drama,Fantasy",4.5,92151,"Adam Wingard","Netflix"
"Road Train","tt1241330","movie",2010,0,"Horror,Thriller",3.7,4044,"Dean Francis","Prime Video"
"Kuma Kuma Kuma Bear","tt12415504","tvSeries",2020,0,"Action,Adventure,Animation",6.8,676,NA,"Hulu"
"Dinner Mate","tt12415644","tvSeries",2020,2020,"Comedy,Drama,Romance",7.4,682,"Jae-Hyun Ko","Prime Video"
"Kingdom 2: Far and Away","tt12415670","movie",2022,0,"Action,Adventure,History",6.7,1898,"Shinsuke Sato","Netflix"
"Robot Riot","tt12416066","movie",2020,0,"Action,Sci-Fi",3.3,436,"Ryan Staples Scott","Prime Video"
"Sarkaru Vaari Paata","tt12422308","movie",2022,0,"Action,Drama",5.6,11305,"Parasuram","Prime Video"
"Namaste Wahala","tt12423052","movie",2021,0,"Drama,Romance",4.9,1648,"Hamisha Daryani Ahuja","Netflix"
"Men of a Certain Age","tt1242441","tvSeries",2009,2011,"Comedy,Drama",8,4675,NA,"Max"
"We Need to Talk About Kevin","tt1242460","movie",2011,0,"Drama,Mystery,Thriller",7.5,172260,"Lynne Ramsay","Prime Video"
"Barbarossa","tt1242516","movie",2009,0,"Drama,History,War",4.4,1455,"Renzo Martinelli","Prime Video"
"Russian Raid","tt12425868","movie",2020,0,"Action",5.4,925,"Denis Kryuchkov","Prime Video"
"Deadline","tt1242618","movie",2009,0,"Drama,Horror,Thriller",4.6,5919,"Sean McConville","Prime Video"
"Cocomelon","tt12427840","tvSeries",2018,2024,"Adventure,Animation,Family",3.9,1180,"Bryce Fishman","Netflix"
"Finding Ola","tt12432642","tvSeries",2022,0,"Comedy,Drama",7.4,2452,"Hadi El Bagoury","Netflix"
"Song of Youth","tt12434510","tvSeries",2021,0,"Drama",6.2,10,NA,"Prime Video"
"Rick Steves' Europe","tt1243815","tvSeries",2000,2024,"Documentary,Reality-TV",8.6,743,"Simon Griffith","Prime Video"
"The Shortcut","tt1243955","movie",2009,0,"Horror,Mystery,Thriller",5,4035,"Nicholaus Goossen","Prime Video"
"Aloha","tt1243974","movie",2015,0,"Comedy,Drama,Romance",5.4,74524,"Cameron Crowe","Netflix"
"Earwig and the Witch","tt12441478","tvMovie",2020,0,"Adventure,Animation,Family",4.7,6232,"Gorô Miyazaki","Max"
"You Keep the Kids","tt12443220","movie",2021,0,"Comedy",6,1427,"Dani de la Orden","Max"
"Deca-Dence","tt12443322","tvSeries",2020,2020,"Action,Adventure,Animation",7,1574,NA,"Hulu"
"Devil's Workshop","tt12444934","movie",2022,0,"Drama,Horror",3.8,1785,"Chris von Hoffmann","Prime Video"
"Alba","tt12446242","tvSeries",2021,2021,"Drama",6.4,2223,NA,"Netflix"
"Burning Bright","tt1244658","movie",2010,0,"Drama,Horror,Thriller",5.8,8171,"Carlos Brooks","Prime Video"
"Conviction","tt1244754","movie",2010,0,"Biography,Crime,Drama",7.2,46858,"Tony Goldwyn","Max"
"Aarya","tt12448030","tvSeries",2020,2024,"Action,Crime,Drama",7.7,16386,NA,"Hulu"
"Presto","tt1245104","short",2008,0,"Animation,Comedy,Family",8.3,26113,"Doug Sweetland","Disney+"
"It's Okay to Not Be Okay","tt12451520","tvSeries",2020,2020,"Comedy,Drama,Romance",8.6,38306,"Park Shin-woo","Netflix"
"Colorblind","tt12451658","movie",2023,0,"Drama",4.2,175,"Mostafa Keshvari","Prime Video"
"Symon's Dinners Cooking Out","tt12455326","tvSeries",2020,0,"Reality-TV",8.3,58,NA,"Max"
"A Time to Kill","tt12455884","tvSeries",2020,0,"Crime,Documentary",6.9,139,NA,"Max"
"Wandering Witch: The Journey of Elaina","tt12457334","tvSeries",2020,2020,"Adventure,Animation,Comedy",6.9,1332,NA,"Hulu"
"Slap Shot 3: The Junior League","tt1245734","video",2008,0,"Comedy,Sport",4.1,1091,"Richard Martin","Prime Video"
"Word of Honor","tt12458172","tvSeries",2021,2021,"Action,Drama,Fantasy",8.4,4519,NA,"Netflix"
"Word of Honor","tt12458172","tvSeries",2021,2021,"Action,Drama,Fantasy",8.4,4519,NA,"Prime Video"
"The Claus Family","tt12459520","movie",2020,0,"Comedy,Family,Fantasy",5.6,3231,"Matthias Temmermans","Netflix"
"Mahaan","tt12472554","movie",2022,0,"Action,Drama,Thriller",7.6,18115,"Karthik Subbaraj","Prime Video"
"The Good Guy","tt1247662","movie",2009,0,"Comedy,Romance",5.7,9861,"Julio DePietro","Prime Video"
"Serena","tt1247690","movie",2014,0,"Drama,History,Romance",5.4,30982,"Susanne Bier","Netflix"
"Shrink","tt1247692","movie",2009,0,"Comedy,Drama",6.6,19404,"Jonas Pate","Prime Video"
"Women in Trouble","tt1247704","movie",2009,0,"Comedy,Drama",5.6,6672,"Sebastian Gutierrez","Prime Video"
"My Heroic Husband","tt12477660","tvSeries",2021,0,"Comedy,Drama,History",7.3,248,"Deng Ke","Prime Video"
"Xico's Journey","tt12481806","movie",2020,0,"Adventure,Animation,Family",5.2,662,NA,"Netflix"
"Scream Queens","tt1248289","tvSeries",2008,2010,"Reality-TV",7.4,866,NA,"Prime Video"
"Doors","tt12483708","movie",2021,0,"Sci-Fi",3.6,3593,NA,"Prime Video"
"Sky Tour: The Movie","tt12486200","movie",2020,0,"Documentary,Music",5.9,1066,"Son Tung M-TP","Netflix"
"Twogether","tt12486430","tvSeries",2020,0,"Reality-TV",8.4,590,NA,"Netflix"
"Bitten","tt1249294","video",2008,0,"Comedy,Horror",5.1,2490,"Harvey Glazer","Prime Video"
"My Greatest Dishes","tt12493196","tvSeries",2019,2019,"Documentary",9,34,"Sarah Myland","Prime Video"
"Chopped Sweets","tt12495894","tvSeries",2019,0,"Reality-TV",6.5,69,"Michael Pearlman","Disney+"
"Chopped Sweets","tt12495894","tvSeries",2019,0,"Reality-TV",6.5,69,"Michael Pearlman","Hulu"
"Chopped Sweets","tt12495894","tvSeries",2019,0,"Reality-TV",6.5,69,"Michael Pearlman","Max"
"Devil's Island","tt12496582","movie",2021,0,"Drama,Horror,Mystery",3.6,1148,NA,"Prime Video"
"Bloodline Detectives","tt12502078","tvSeries",2020,0,"Documentary",6.7,121,NA,"Prime Video"
"Endangered","tt12502288","movie",2022,0,"Documentary",6.6,429,NA,"Max"
"Shaman King","tt12502782","tvSeries",2021,2022,"Action,Adventure,Animation",6.9,2657,NA,"Netflix"
"The Good Detective","tt12504214","tvSeries",2020,2022,"Action,Drama,Mystery",7.6,1574,"Nam-kook Jo","Netflix"
"Gameboys","tt12508898","tvSeries",2020,0,"Comedy,Drama,Romance",8.3,1444,NA,"Netflix"
"Backstreet Rookie","tt12516712","tvSeries",2020,2020,"Action,Comedy,Romance",7.5,5468,"Myoungwoo Lee","Netflix"
"Middle Men","tt1251757","movie",2009,0,"Comedy,Crime,Drama",6.8,38585,"George Gallo","Prime Video"
"Hatching","tt12519030","movie",2022,0,"Drama,Fantasy,Horror",6.2,16471,"Hanna Bergholm","Hulu"
"War of the Worlds: The Attack","tt12519802","movie",2023,0,"Sci-Fi,Thriller",3.2,3092,"Junaid Syed","Disney+"
"War of the Worlds: The Attack","tt12519802","movie",2023,0,"Sci-Fi,Thriller",3.2,3092,"Junaid Syed","Hulu"
"Murderous Minds: Inside Serial Killers","tt12521558","tvSeries",2018,0,"\N",5.8,69,NA,"Prime Video"
"Sonny with a Chance","tt1252374","tvSeries",2009,2011,"Comedy,Family,Romance",6,13358,NA,"Disney+"
"Camp Rock 2: The Final Jam","tt1252380","tvMovie",2010,0,"Comedy,Family,Music",5.2,21401,"Paul Hoen","Disney+"
"Reinventing Elvis: The 68' Comeback","tt12525482","movie",2023,0,"Documentary,Music",7.6,426,"John Scheinfeld","Paramount+"
"Was It Love","tt12525622","tvSeries",2020,2020,"Comedy,Drama,Romance",7.1,1215,"Do Hyung Kim","Netflix"
"He Who Can't Marry","tt1252621","tvSeries",2006,0,"Comedy,Drama",8,1257,NA,"Prime Video"
"Douluo Continent","tt12526224","tvSeries",2021,2021,"Action,Drama,Fantasy",8,3583,"Zhenyu Yang","Prime Video"
"As We See It","tt12530128","tvSeries",2022,2022,"Comedy,Drama",8.1,4389,NA,"Prime Video"
"The American","tt12531856","movie",2023,0,"Biography,Drama",7.1,7056,"James Napier Robertson","Hulu"
"Chickenhare and the Hamster of Darkness","tt12532368","movie",2022,0,"Adventure,Animation,Comedy",6.3,2661,NA,"Netflix"
"Spencer","tt12536294","movie",2021,0,"Biography,Drama",6.5,78574,"Pablo Larraín","Hulu"
"Dark Forces","tt12536776","movie",2020,0,"Action,Horror,Mystery",2.8,737,"Bernardo Arellano","Netflix"
"300: Rise of an Empire","tt1253863","movie",2014,0,"Action,Drama",6.2,320887,"Noam Murro","Netflix"
"All In: The Fight for Democracy","tt12538822","movie",2020,0,"Documentary",6.9,2076,NA,"Prime Video"
"On Our Way","tt12538996","movie",2021,0,"Drama,Romance",4.7,1202,"Sophie Lane Curtis","Prime Video"
"Para - We Are King","tt12539222","tvSeries",2021,0,"Drama",6.7,416,NA,"Max"
"Living in Bondage: Breaking Free","tt12539758","movie",2019,0,"Drama,Fantasy",5.1,181,"Ramsey Nouah","Netflix"
"Say I Do","tt12540060","tvSeries",2020,2020,"Reality-TV",7.9,594,"Matt Novello","Netflix"
"Dark Desire","tt12540080","tvSeries",2020,2022,"Drama,Mystery,Thriller",6.5,9753,NA,"Netflix"
"Snakes and Earrings","tt1254249","movie",2008,0,"Thriller",6.2,908,"Yukio Ninagawa","Prime Video"
"The Girl King","tt1254322","movie",2015,0,"Biography,Drama,History",5.9,4559,"Mika Kaurismäki","Prime Video"
"Ten Year Old Tom","tt12545180","tvSeries",2021,2023,"Animation,Comedy",8.2,1971,"Steve Dildarian","Max"
"Mr. Malcolm's List","tt12545566","movie",2022,0,"Comedy,Drama,Romance",6,5825,"Emma Holly Jones","Prime Video"
"James May: Oh Cook!","tt12546678","tvSeries",2020,2023,"Documentary",7.5,2413,NA,"Prime Video"
"This Little Love of Mine","tt12546872","movie",2021,0,"Romance",5.4,3326,"Christine Luby","Prime Video"
"Run Rabbit Run","tt12547822","movie",2023,0,"Drama,Horror,Mystery",5,12430,"Daina Reid","Netflix"
"Shark Bait","tt12550376","movie",2022,0,"Horror,Thriller",4.4,5164,"James Nunn","Prime Video"
"The Farmer Wants a Wife","tt1255258","tvSeries",2007,0,"Reality-TV,Romance",4.8,137,NA,"Disney+"
"The Farmer Wants a Wife","tt1255258","tvSeries",2007,0,"Reality-TV,Romance",4.8,137,NA,"Hulu"
"Bored to Death","tt1255913","tvSeries",2009,2011,"Comedy,Crime,Drama",7.9,35061,NA,"Max"
"Private Lives","tt12560270","tvSeries",2020,2020,"Crime,Drama,Romance",6.5,832,"Nam Gun","Netflix"
"Raat Akeli Hai","tt12567088","movie",2020,0,"Crime,Drama,Mystery",7.2,20183,NA,"Netflix"
"Ip Man: Kung Fu Master","tt12567246","movie",2019,0,"Action",4.6,1262,"Liming Li","Hulu"
"Ip Man: Kung Fu Master","tt12567246","movie",2019,0,"Action",4.6,1262,"Liming Li","Prime Video"
"A Wedding to Remember","tt12567442","tvMovie",2021,0,"Comedy,Romance",6.1,669,"David I. Strasser","Prime Video"
"Okay! Madam","tt12572792","movie",2020,0,"Action,Comedy,Thriller",6.7,1822,"Lee Cheol-ha","Prime Video"
"Love","tt12573294","movie",2020,0,"Drama,Thriller",7,1768,"Khalid Rahman","Netflix"
"Hold Your Breath","tt12573480","movie",2024,0,"Drama,Horror,Thriller",5.3,7274,NA,"Hulu"
"Short Circuit","tt12579042","tvSeries",2018,0,"Animation,Comedy,Family",7.5,737,NA,"Disney+"
"Robots","tt12579470","movie",2023,0,"Comedy,Romance,Sci-Fi",5.5,7774,NA,"Hulu"
"Indian Matchmaking","tt12580168","tvSeries",2020,0,"Documentary,Family,News",6.3,4480,NA,"Netflix"
"National Treasure: Edge of History","tt12580982","tvSeries",2022,2023,"Action,Adventure,Mystery",5.8,13470,NA,"Disney+"
"Give 'em Hell, Malone","tt1258137","movie",2009,0,"Action,Adventure,Crime",5.8,6700,"Russell Mulcahy","Prime Video"
"Down to Earth with Zac Efron","tt12585152","tvSeries",2020,2022,"Documentary,History,Reality-TV",8,8134,"Jeff Santos","Netflix"
"Coastal Elites","tt12587564","tvMovie",2020,0,"Comedy",6.2,1168,"Jay Roach","Max"
"Jim Jefferies: Intolerant","tt12588160","tvSpecial",2020,0,"Comedy",7.2,3492,"Scott Zabielski","Netflix"
"Fear City: New York vs the Mafia","tt12588372","tvMiniSeries",2020,2020,"Crime,Documentary",7.1,8610,"Sam Hobkinson","Netflix"
"The Business of Drugs","tt12588416","tvMiniSeries",2020,2020,"Documentary",7.2,1918,NA,"Netflix"
"The Larva Island Movie","tt12588448","movie",2020,0,"Adventure,Animation,Comedy",5.1,807,"Byoung-Wook Ahn","Netflix"
"Mesrine: Killer Instinct","tt1259014","movie",2008,0,"Action,Biography,Crime",7.5,35721,"Jean-François Richet","Prime Video"
"Cyberpunk: Edgerunners","tt12590266","tvMiniSeries",2022,2022,"Action,Adventure,Animation",8.3,93827,NA,"Netflix"
