"title","imdb_id","titleType","startYear","endYear","genres","averageRating","numVotes","director","platform"
"Gordita Chronicles","tt11987198","tvSeries",2022,2022,"Comedy,Family",7.5,947,NA,"Disney+"
"Gordita Chronicles","tt11987198","tvSeries",2022,2022,"Comedy,Family",7.5,947,NA,"Hulu"
"Tom Segura: Sledgehammer","tt11987416","tvSpecial",2023,0,"Comedy,Documentary",7.1,3012,"Ryan Polito","Netflix"
"One-Way to Tomorrow","tt11988512","movie",2020,0,"Comedy,Drama,Romance",5.6,5589,"Ozan Açiktan","Netflix"
"Hot Skull","tt11988676","tvMiniSeries",2022,2022,"Adventure,Drama,Mystery",7.1,7907,NA,"Netflix"
"Juju Stories","tt11989466","movie",2021,0,"Drama,Fantasy,Horror",5.4,193,NA,"Prime Video"
"David Attenborough: A Life on Our Planet","tt11989890","tvMovie",2020,0,"Biography,Documentary",8.9,35087,NA,"Netflix"
"Merlin","tt1199099","tvSeries",2008,2012,"Adventure,Drama,Fantasy",7.9,89112,NA,"Prime Video"
"Rurouni Kenshin: The Beginning","tt11991748","movie",2021,0,"Action,Adventure,Drama",7.4,11312,"Keishi Otomo","Netflix"
"The Guide to the Perfect Family","tt11991786","movie",2021,0,"Comedy,Drama",6.4,2040,"Ricardo Trogi","Netflix"
"Sapta Sagaradaache Ello – Side A","tt11992424","movie",2023,0,"Drama,Romance",8.2,8143,"Hemanth M. Rao","Prime Video"
"Corsage","tt11992694","movie",2022,0,"Biography,Drama,History",6.5,10523,"Marie Kreutzer","Hulu"
"Corsage","tt11992694","movie",2022,0,"Biography,Drama,History",6.5,10523,"Marie Kreutzer","Prime Video"
"Welcome to Smelliville","tt11992904","movie",2021,0,"Adventure,Animation,Family",5.1,463,NA,"Hulu"
"Made You Look: A True Story About Fake Art","tt11994750","movie",2020,0,"Crime,Documentary",7,4998,"Barry Avrich","Netflix"
"The Haunting of Pendle Hill","tt11995784","movie",2022,0,"Horror",2.5,1315,"Richard John Taylor","Prime Video"
"Varisu","tt11998558","movie",2023,0,"Action,Comedy,Drama",5.9,39770,"Vamshi Paidipally","Prime Video"
"The Color Purple","tt1200263","movie",2023,0,"Drama,Musical",6.8,18345,"Blitz Bazawule","Max"
"Monster SeaFood Wars","tt12002786","movie",2020,0,"Comedy,Fantasy,Sci-Fi",5.3,106,"Minoru Kawasaki","Prime Video"
"Winter Begonia","tt12003266","tvSeries",2020,0,"Drama,History,Music",8.6,146,"Kaidong Hui","Prime Video"
"Watcher","tt12004038","movie",2022,0,"Drama,Horror,Thriller",6.3,51872,"Chloe Okuno","Hulu"
"Too Hot to Handle","tt12004280","tvSeries",2020,0,"Documentary,Game-Show,Reality-TV",4.8,15449,NA,"Netflix"
"Panchayat","tt12004706","tvSeries",2020,0,"Comedy,Drama",9,100310,NA,"Prime Video"
"You Don't Know Me","tt12005828","tvSeries",2021,2021,"Crime,Drama",6.8,8369,"Sarmad Masud","Netflix"
"Unsellable Houses","tt12007528","tvSeries",2019,0,"Reality-TV",6.6,506,NA,"Disney+"
"Unsellable Houses","tt12007528","tvSeries",2019,0,"Reality-TV",6.6,506,NA,"Hulu"
"Unsellable Houses","tt12007528","tvSeries",2019,0,"Reality-TV",6.6,506,NA,"Max"
"BNA","tt12013558","tvMiniSeries",2020,2020,"Animation,Comedy,Fantasy",7.1,3628,NA,"Netflix"
"Caught by a Wave","tt12013758","movie",2021,0,"Drama,Romance,Sport",5.8,1596,NA,"Netflix"
"Vikrant Rona","tt12015102","movie",2022,0,"Action,Drama,Mystery",6.9,28993,"Anup Bhandari","Hulu"
"Crazy Samurai Musashi","tt12015352","movie",2020,0,"Action",4.6,972,"Yûji Shimomura","Prime Video"
"Harry Potter and the Deathly Hallows: Part 2","tt1201607","movie",2011,0,"Adventure,Family,Fantasy",8.1,977148,"David Yates","Max"
"Three Minutes: A Lengthening","tt12017738","movie",2021,0,"Documentary,History,War",7.3,702,"Bianca Stigter","Hulu"
"Lies & Illusions","tt1202222","movie",2009,0,"Action,Thriller",3.5,3102,"Tibor Takács","Prime Video"
"7th & Union","tt12023002","movie",2021,0,"Drama,Sport",5.3,126,"Anthony Nardolillo","Prime Video"
"Wildflower","tt12024308","movie",2022,0,"Comedy,Drama",6.8,4467,"Matt Smukler","Hulu"
"Dil Bole Hadippa!","tt1202540","movie",2009,0,"Comedy,Drama,Romance",4.7,4784,"Anurag Singh","Prime Video"
"Asphalt Goddess","tt12025688","movie",2020,0,"Drama",5.2,239,"Julián Hernández","Netflix"
"Absurd Planet","tt12027008","tvSeries",2020,2020,"Comedy,Documentary,Musical",4,1705,"Paul E. Raff","Netflix"
"LA Originals","tt12027020","movie",2020,0,"Documentary",7.2,2026,"Estevan Oriol","Netflix"
"Middleditch & Schwartz","tt12027034","tvSeries",2020,2020,"Comedy",8.6,6102,"Ryan Polito","Netflix"
"Angry Birds: Summer Madness","tt12027896","tvSeries",2022,2022,"Action,Adventure,Animation",5.8,1091,"Tahir Rana","Netflix"
"Doctor Lisa","tt12028944","movie",2020,0,"Biography,Drama",7.2,758,"Oksana Karas","Prime Video"
"Doctor Who Am I","tt12029866","movie",2022,0,"Documentary",6.2,189,NA,"Prime Video"
"Japan Sinks: 2020","tt12031040","tvMiniSeries",2020,2020,"Adventure,Animation,Drama",6.4,3597,NA,"Netflix"
"Muddy","tt12032938","movie",2021,0,"Action,Thriller",6.1,4014,"Pragabhal","Prime Video"
"Streets of Blood","tt1203523","video",2009,0,"Action,Crime,Drama",4.4,4121,"Charles Winkler","Prime Video"
"Elephant","tt12036052","movie",2020,0,"Adventure,Biography,Documentary",7.3,2451,NA,"Disney+"
"Row 19","tt12036270","movie",2021,0,"Horror,Mystery,Thriller",4.5,1391,"Aleksandr Babaev","Prime Video"
"Furiosa: A Mad Max Saga","tt12037194","movie",2024,0,"Action,Adventure,Sci-Fi",7.5,245276,"George Miller","Max"
"Furiosa: A Mad Max Saga","tt12037194","movie",2024,0,"Action,Adventure,Sci-Fi",7.5,245276,"George Miller","Netflix"
"The Speed Cubers","tt12038300","short",2020,0,"Documentary,Short,Sport",7.4,4278,"Sue Kim","Netflix"
"Kill Chain: The Cyber War on America's Elections","tt12041084","movie",2020,0,"Documentary",7.4,774,NA,"Max"
"The Muppets","tt1204342","movie",2011,0,"Adventure,Comedy,Family",7.1,98205,"James Bobin","Disney+"
"The Muppets","tt1204342","movie",2011,0,"Adventure,Comedy,Family",7.1,98205,"James Bobin","Hulu"
"The Fixer","tt1204507","tvSeries",2008,2009,"Crime,Drama,Mystery",7.3,1215,NA,"Prime Video"
"Last Vegas","tt1204975","movie",2013,0,"Comedy",6.6,137902,"Jon Turteltaub","Paramount+"
"Last Vegas","tt1204975","movie",2013,0,"Comedy",6.6,137902,"Jon Turteltaub","Prime Video"
"Ouija","tt1204977","movie",2014,0,"Horror,Mystery,Thriller",4.5,59402,"Stiles White","Netflix"
"Vacancy 2: The First Cut","tt1204979","movie",2008,0,"Horror,Thriller",4.9,8790,"Eric Bross","Prime Video"
"Accused: Guilty or Innocent?","tt12054084","tvSeries",2020,0,"Documentary",8.1,646,NA,"Disney+"
"Accused: Guilty or Innocent?","tt12054084","tvSeries",2020,0,"Documentary",8.1,646,NA,"Hulu"
"The Rebound","tt1205535","movie",2009,0,"Comedy,Romance",6.3,50899,"Bart Freundlich","Prime Video"
"Hick","tt1205558","movie",2011,0,"Comedy,Drama",5.5,21113,"Derick Martini","Prime Video"
"Dark Spell","tt12057168","movie",2021,0,"Drama,Fantasy,Horror",4.6,1317,"Svyatoslav Podgaevskiy","Prime Video"
"The Widow","tt12057234","movie",2020,0,"Horror,Mystery,Thriller",4.2,1115,"Ivan Minin","Prime Video"
"Who Wants to Be a Millionaire","tt12057284","tvSeries",2020,0,"Documentary,Game-Show",6.9,324,"Russell Norman","Hulu"
"YOLO: Silver Destiny","tt12058366","tvSeries",2020,0,"Animation,Comedy,Fantasy",7.3,1283,NA,"Max"
"Demigod","tt12058582","movie",2021,0,"Drama,Horror,Mystery",3.6,2241,"Miles Doleac","Prime Video"
"Mysteries of the Deep","tt12059242","tvSeries",2020,0,"Documentary",6.7,299,NA,"Max"
"Medusa","tt12060154","movie",2020,0,"Drama,Horror",2.8,675,"Matthew?","Prime Video"
"The Mutation","tt12060172","movie",2021,0,"Horror,Sci-Fi,Thriller",2.8,668,NA,"Prime Video"
"Conjuring the Genie","tt12060182","movie",2021,0,"Drama,Horror",3.9,786,"Scott Chambers","Prime Video"
"One Piece: Episode of Chopper Plus: Bloom in the Winter, Miracle Cherry Blossom","tt1206326","movie",2008,0,"Action,Animation,Comedy",6.9,1822,"Junji Shimizu","Netflix"
"Out of the Furnace","tt1206543","movie",2013,0,"Crime,Drama,Thriller",6.7,127365,"Scott Cooper","Max"
"Smiling Friends","tt12074628","tvSeries",2020,0,"Animation,Comedy,Short",8.5,20008,NA,"Max"
"A Tale of Love and Desire","tt12077970","movie",2021,0,"Drama,Romance",6.6,1203,"Leyla Bouzid","Prime Video"
"Money Heist: The Phenomenon","tt12078990","tvMovie",2020,0,"Documentary",7.5,3825,NA,"Netflix"
"The Victims' Game","tt12079212","tvSeries",2020,0,"Crime,Drama,Thriller",7.3,2200,NA,"Netflix"
"The Forest of Love: Deep Cut","tt12079236","tvMiniSeries",2020,2020,"Crime,Drama,Horror",6.8,639,"Sion Sono","Netflix"
"Penguins: Life on the Edge","tt12080904","movie",2020,0,"Documentary,Family",6.9,198,NA,"Disney+"
"Zero Chill","tt12083014","tvSeries",2021,2021,"Comedy,Drama,Family",5.7,1977,NA,"Netflix"
"Blade of the Immortal","tt1208358","tvMiniSeries",2008,2008,"Action,Adventure,Animation",6.7,754,NA,"Prime Video"
"Bliss","tt12092584","movie",2021,0,"Drama,Romance",5.5,539,"Henrika Kull","Prime Video"
"Companion","tt12093604","movie",2021,0,"Horror",3.4,874,"John Darbonne","Prime Video"
"ExTerminators","tt1209378","movie",2009,0,"Comedy,Drama",5.2,2839,"John Inwood","Prime Video"
"Kaiba","tt1209386","tvSeries",2008,2008,"Adventure,Animation,Drama",8,2097,NA,"Prime Video"
"Vampire Knight","tt1209393","tvSeries",2008,2008,"Action,Animation,Drama",7.2,5920,NA,"Disney+"
"Vampire Knight","tt1209393","tvSeries",2008,2008,"Action,Animation,Drama",7.2,5920,NA,"Hulu"
"Yu-Gi-Oh! Sevens","tt12098786","tvSeries",2020,2022,"Action,Adventure,Animation",4.2,200,"Nobuhiro Kondô","Hulu"
"Janky Promoters","tt1210071","movie",2009,0,"Comedy,Crime,Music",5.1,1866,"Marcus Raboy","Prime Video"
"Back to the Titanic","tt12100782","tvMovie",2020,0,"Documentary",6.2,491,"Tom Stubberfield","Disney+"
"St Trinian's 2: The Legend of Fritton's Gold","tt1210106","movie",2009,0,"Adventure,Comedy,Family",5.3,9006,NA,"Prime Video"
"Inhuman Resources","tt12101170","tvMiniSeries",2020,0,"Drama,Thriller",7.2,4811,"Ziad Doueiri","Netflix"
"Kitz","tt12104930","tvSeries",2021,2021,"Drama,Mystery,Thriller",5.8,3005,NA,"Netflix"
"Lucifer and Biscuit Hammer","tt12105800","tvSeries",2022,0,"Action,Adventure,Animation",5.3,208,"Nobuaki Nakanishi","Hulu"
"Command Performance","tt1210801","movie",2009,0,"Action,Thriller",5.5,3535,"Dolph Lundgren","Prime Video"
"Infinitum: Subject Unknown","tt12108622","movie",2021,0,"Mystery,Sci-Fi",4,9953,"Matthew Butler-Hart","Prime Video"
"Made in Senegal","tt12113360","movie",2020,0,"Documentary",7.2,232,NA,"Paramount+"
"Jerry Seinfeld: 23 Hours to Kill","tt12117854","tvSpecial",2020,0,"Comedy",6.7,5790,"Joe DeMaio","Netflix"
"Doctor Strange","tt1211837","movie",2016,0,"Action,Adventure,Fantasy",7.5,828634,"Scott Derrickson","Disney+"
"Middle of Nowhere","tt1211890","movie",2012,0,"Drama",6.6,1997,"Ava DuVernay","Netflix"
"The Lion of Judah","tt1212022","movie",2011,0,"Animation",3.5,719,NA,"Prime Video"
"When You Finish Saving the World","tt12121582","movie",2022,0,"Comedy,Drama",5.6,5028,"Jesse Eisenberg","Prime Video"
"The Lost City of Z","tt1212428","movie",2016,0,"Adventure,Biography,Drama",6.6,101396,"James Gray","Prime Video"
"The Back-Up Plan","tt1212436","movie",2010,0,"Comedy,Romance",5.3,53103,"Alan Poul","Paramount+"
"Out of This World","tt12128038","movie",2020,0,"Horror,Thriller",4.8,184,"Marc Fouchard","Prime Video"
"Bitch Slap","tt1212974","movie",2009,0,"Action,Comedy,Crime",4.5,14267,"Rick Jacobson","Prime Video"
"Alpha and Omega","tt1213012","movie",2010,0,"Adventure,Animation,Comedy",5.1,15502,NA,"Prime Video"
"Batman: The Brave and the Bold","tt1213218","tvSeries",2008,2011,"Action,Adventure,Animation",7.3,10578,NA,"Max"
"Chandramukhi 2","tt12132908","movie",2023,0,"Action,Comedy,Drama",2.6,3351,NA,"Netflix"
"Have a Good Trip: Adventures in Psychedelics","tt12133722","movie",2020,0,"Comedy,Documentary",6.8,8765,"Donick Cary","Netflix"
"Chris Rock: Kill the Messenger - London, New York, Johannesburg","tt1213574","tvSpecial",2008,0,"Comedy,Documentary",7.6,4577,"Marty Callner","Max"
"Good Hair","tt1213585","movie",2009,0,"Comedy,Documentary",6.9,6277,"Jeff Stilson","Max"
"Disaster Movie","tt1213644","movie",2008,0,"Comedy,Sci-Fi",1.9,95586,NA,"Prime Video"
"Jane Goodall: The Hope","tt12137534","movie",2020,0,"Documentary",7.9,242,NA,"Disney+"
"Love Hurts","tt1213825","movie",2009,0,"Comedy,Romance",5.5,1508,"Barra Grant","Prime Video"
"Celebrity IOU","tt12138676","tvSeries",2020,0,"Reality-TV",7.4,498,NA,"Hulu"
"Celebrity IOU","tt12138676","tvSeries",2020,0,"Reality-TV",7.4,498,NA,"Max"
"Jungle Beat: The Movie","tt12139700","movie",2020,0,"Adventure,Animation,Comedy",5.4,1357,"Brent Dawes","Netflix"
"Soul Eater","tt1214085","tvSeries",2008,2009,"Action,Adventure,Animation",7.8,15066,NA,"Hulu"
"Metal Lords","tt12141112","movie",2022,0,"Comedy,Music",6.7,34028,"Peter Sollett","Netflix"
"Mischievous Kiss","tt1214373","tvSeries",2008,2008,"Animation,Comedy,Drama",7.3,1858,NA,"Prime Video"
"Beneath the Surface","tt12146654","movie",2022,0,"Mystery,Thriller",2.5,209,NA,"Prime Video"
"Almost Happy","tt12146940","tvMiniSeries",2020,0,"Comedy",6.9,1217,NA,"Netflix"
"Seeking Justice","tt1214962","movie",2011,0,"Action,Drama,Mystery",6.1,48515,"Roger Donaldson","Prime Video"
"The Yin Yang Master","tt12151820","movie",2021,0,"Action,Adventure,Drama",6.4,3303,"Weiran Li","Netflix"
"It Stopped Raining","tt12152790","movie",2019,0,"Drama",6.2,150,"Ryûtarô Nakagawa","Prime Video"
"Just Say Yes","tt12154638","movie",2021,0,"Comedy,Romance",4.6,2172,NA,"Netflix"
"We Feed People","tt12156974","movie",2022,0,"Documentary",7.4,595,"Ron Howard","Disney+"
"We Feed People","tt12156974","movie",2022,0,"Documentary",7.4,595,"Ron Howard","Hulu"
"S.A: Supesharu ê","tt1216196","tvSeries",2008,2008,"Animation,Comedy,Drama",7.2,1112,NA,"Prime Video"
"Disney Gallery: The Mandalorian","tt12162902","tvSeries",2020,0,"Documentary",8.3,3399,"Brad Baruh","Disney+"
"The Resort","tt12163074","movie",2021,0,"Horror",3.1,4263,"Taylor Chien","Prime Video"
"Mind Games","tt12163662","movie",2021,0,"Action,Horror,Thriller",3,789,"Jake Jalbert","Prime Video"
"The Last Narc","tt12163674","tvMiniSeries",2020,2020,"Crime,Documentary",8.5,3041,"Tiller Russell","Prime Video"
"Cars 2","tt1216475","movie",2011,0,"Adventure,Animation,Comedy",6.2,228968,NA,"Disney+"
"Tinker Bell and the Great Fairy Rescue","tt1216515","video",2010,0,"Adventure,Animation,Family",6.8,10456,"Bradley Raymond","Disney+"
"Tinker Bell and the Lost Treasure","tt1216516","video",2009,0,"Adventure,Animation,Family",6.6,12843,"Klay Hall","Disney+"
"Once Upon a Time in Ukraine","tt12166434","movie",2020,0,"Action,Adventure,Comedy",6.7,698,"Roman Perfilyev","Prime Video"
"Brave","tt1217209","movie",2012,0,"Action,Adventure,Animation",7.1,454626,NA,"Disney+"
"Secret of the Wings","tt1217213","movie",2012,0,"Animation,Family,Fantasy",7,14786,NA,"Disney+"
"Cannibal Troll","tt12176546","movie",2021,0,"Horror",2.5,329,NA,"Prime Video"
"Happiness Continues","tt12179472","movie",2020,0,"Documentary,Music",7.3,475,"Anthony Mandler","Prime Video"
"Summer Rebels","tt12181184","movie",2020,0,"Family",6.1,106,"Martina Sakova","Prime Video"
"Toxic","tt12182184","movie",2020,0,"Drama,Sci-Fi",5.4,147,"Ariel Martínez Herrera","Prime Video"
"Father Soldier Son","tt12187586","movie",2020,0,"Documentary,War",7.3,1064,NA,"Netflix"
"Coronavirus, Explained","tt12189310","tvMiniSeries",2020,2020,"Documentary",7.5,2460,"Grace Wan","Netflix"
"Castle","tt1219024","tvSeries",2009,2016,"Comedy,Crime,Drama",8.1,178419,NA,"Disney+"
"Castle","tt1219024","tvSeries",2009,2016,"Comedy,Crime,Drama",8.1,178419,NA,"Hulu"
"Castle","tt1219024","tvSeries",2009,2016,"Comedy,Crime,Drama",8.1,178419,NA,"Prime Video"
"Lenox Hill","tt12190580","tvSeries",2020,2020,"Biography,Documentary",8.6,3005,NA,"Netflix"
"One Night in Bangkok","tt12192190","movie",2020,0,"Action,Crime,Drama",5.2,2887,"Wych Kaosayananda","Prime Video"
"Planet of the Humans","tt12192654","movie",2019,0,"Documentary",6.9,3390,"Jeff Gibbs","Prime Video"
"Whitney Houston: I Wanna Dance with Somebody","tt12193804","movie",2022,0,"Biography,Drama,Music",6.6,24790,"Kasi Lemmons","Hulu"
"Allan Quatermain and the Temple of Skulls","tt1219671","video",2008,0,"Action,Adventure,Romance",2.3,1544,"Mark Atkins","Prime Video"
"Leverage: Redemption","tt12197698","tvSeries",2021,0,"Crime,Mystery,Thriller",8.2,20727,NA,"Prime Video"
"Monstrous","tt12198504","movie",2020,0,"Drama,Fantasy,Horror",3.8,905,"Bruce Wemple","Prime Video"
"Reunion: The Sound of the Providence","tt12199544","tvSeries",2020,0,"Action,Adventure,Drama",7.8,240,"Anzi Pan","Prime Video"
"Fire","tt12200256","movie",2020,0,"Action,Drama",6.5,1740,"Alexey Nuzhny","Prime Video"
"The Big Flower Fight","tt12200714","tvSeries",2020,0,"Reality-TV",7.4,1455,NA,"Netflix"
"The Legend of Hell's Gate: An American Conspiracy","tt1220217","movie",2011,0,"Action,Adventure,History",4.1,833,"Tanner Beard","Prime Video"
"Secret Santa","tt12204458","tvMovie",2021,0,"\N",5.5,112,"Lane Shefter Bishop","Prime Video"
"The Inbetweeners","tt1220617","tvSeries",2008,2010,"Comedy",8.4,96594,NA,"Prime Video"
"Henry's Crime","tt1220888","movie",2010,0,"Comedy,Crime,Drama",5.9,21691,"Malcolm Venville","Prime Video"
"Dino Dana: The Movie","tt12215286","movie",2020,0,"Adventure,Family,Fantasy",5.1,192,"J.J. Johnson","Prime Video"
"Love Like the Falling Rain","tt12217814","movie",2020,0,"Adventure,Drama,Fantasy",4.8,235,"Lasja Fauzia","Netflix"
"Becoming","tt12221748","movie",2020,0,"Biography,Documentary",7,6758,"Nadia Hallgren","Netflix"
"After Masks","tt12221824","movie",2021,0,"Drama",3,1421,NA,"Prime Video"
"Doogie Kamealoha, M.D.","tt12225230","tvSeries",2021,2023,"Comedy,Drama,Family",7,3501,NA,"Disney+"
"Big George Foreman","tt12226632","movie",2023,0,"Biography,Drama,Sport",6.6,10268,"George Tillman Jr.","Netflix"
"Fixer to Fabulous","tt12226680","tvSeries",2019,0,"Reality-TV",8.1,493,NA,"Max"
"Girl With a Gun","tt12227394","movie",2022,0,"Action",3.2,190,"Kevin M. White","Prime Video"
"Ancient Love Poetry","tt12228120","tvSeries",2021,0,"Action,Fantasy,Romance",7.8,711,NA,"Prime Video"
"Chimpanzee","tt1222815","movie",2011,0,"Documentary,Family",7.1,6430,NA,"Disney+"
"Wings of Life","tt1222816","movie",2011,0,"Documentary,Family,News",7.3,751,"Louie Schwartzberg","Disney+"
"Zookeeper","tt1222817","movie",2011,0,"Comedy,Family,Fantasy",5.2,66604,"Frank Coraci","Paramount+"
"Hatching Pete","tt1222818","tvMovie",2009,0,"Comedy,Family",5.3,3128,"Stuart Gillard","Disney+"
"Mothering Sunday","tt12229370","movie",2021,0,"Drama,Romance",6,5163,"Eva Husson","Hulu"
"Vintage Voltage","tt12232278","tvSeries",2020,2022,"Reality-TV",7.2,57,NA,"Prime Video"
"African Cats","tt1223236","movie",2010,0,"Adventure,Documentary",7.5,6806,NA,"Disney+"
"Hellbound","tt12235718","tvSeries",2021,2024,"Crime,Drama,Fantasy",6.6,30861,"Yeon Sang-ho","Netflix"
"Hot for My Name","tt12238602","tvMovie",2020,0,"Comedy",6.9,237,"Nicholaus Goossen","Paramount+"
"Reborn!","tt1224144","tvSeries",2006,2010,"Action,Animation,Comedy",7.6,1829,"Ken'ichi Imaizumi","Disney+"
"Reborn!","tt1224144","tvSeries",2006,2010,"Action,Animation,Comedy",7.6,1829,"Ken'ichi Imaizumi","Hulu"
"Tobruk","tt1224376","movie",2008,0,"History,War",5.8,1209,"Václav Marhoul","Prime Video"
"Forbidden Empire","tt1224378","movie",2014,0,"Adventure,Fantasy,Mystery",5.2,6704,"Oleg Stepchenko","Prime Video"
"Amira","tt12244822","movie",2021,0,"Drama",4,8086,"Mohamed Diab","Prime Video"
"Taste the Nation with Padma Lakshmi","tt12244950","tvSeries",2020,0,"Adventure,Reality-TV",8.1,745,NA,"Hulu"
"They Turned Us Into Killers","tt12246076","movie",2024,0,"Crime,Horror,Thriller",2.8,227,"Thomas Walton","Prime Video"
"Mystic Pop-up Bar","tt12246190","tvSeries",2020,2020,"Comedy,Fantasy,Mystery",8,3274,"Chang Geun Jun","Netflix"
"Family Dinner","tt12259216","tvSeries",2021,0,"Reality-TV",8,75,NA,"Max"
"65","tt12261776","movie",2023,0,"Action,Adventure,Sci-Fi",5.4,95817,NA,"Netflix"
"Thirteen Lives","tt12262116","movie",2022,0,"Biography,Drama,Thriller",7.8,71611,"Ron Howard","Prime Video"
"The Acolyte","tt12262202","tvSeries",2024,2024,"Action,Adventure,Drama",4.2,127191,NA,"Disney+"
"Get Him to the Greek","tt1226229","movie",2010,0,"Comedy,Music",6.3,187288,"Nicholas Stoller","Netflix"
"The Greatest","tt1226232","movie",2009,0,"Drama,Romance",6.6,9589,"Shana Feste","Prime Video"
"I Am Love","tt1226236","movie",2009,0,"Drama,Romance",7,24612,"Luca Guadagnino","Max"
"I Am Love","tt1226236","movie",2009,0,"Drama,Romance",7,24612,"Luca Guadagnino","Prime Video"
"Pokémon: The Rise of Darkrai","tt1226251","movie",2007,0,"Action,Adventure,Animation",6.4,4185,"Kunihiko Yuyama","Hulu"
"The Damned United","tt1226271","movie",2009,0,"Biography,Drama,Sport",7.5,46702,"Tom Hooper","Prime Video"
"Edge of Darkness","tt1226273","movie",2010,0,"Action,Adventure,Drama",6.6,100646,"Martin Campbell","Max"
"Bob and the Monster","tt1226276","movie",2011,0,"Documentary",7.4,367,"Keirda Bahruth","Prime Video"
"Extraction 2","tt12263384","movie",2023,0,"Action,Crime,Thriller",7,158622,"Sam Hargrave","Netflix"
"Death Can Wait","tt12263440","movie",2020,0,"Comedy",4.6,140,"Fernando Ayllón","Netflix"
"Death Can Wait","tt12263440","movie",2020,0,"Comedy",4.6,140,"Fernando Ayllón","Prime Video"
"The Great Gilly Hopkins","tt1226766","movie",2015,0,"Comedy,Drama,Family",6.5,5422,"Stephen Herek","Prime Video"
"Beautiful Boy","tt1226837","movie",2018,0,"Biography,Drama",7.4,107911,"Felix van Groeningen","Prime Video"
"Swallows and Amazons","tt1227183","movie",2016,0,"Adventure,Drama,Family",6.1,3651,"Philippa Lowthorpe","Prime Video"
"Angels Unaware","tt12273494","tvMovie",2022,0,"Drama",5.9,105,"Joanne Hock","Prime Video"
"Overrun","tt12273762","movie",2021,0,"Action,Comedy,Crime",4.3,3868,"Josh Tessier","Prime Video"
"Geranium","tt12273972","movie",2021,0,"Crime,Drama",6.4,1624,"Cagil Bocut","Max"
"Mr. Dressup: The Magic of Make Believe","tt12277540","movie",2023,0,"Documentary",8.5,553,"Robert McCallum","Prime Video"
"Carol Doda Topless at the Condor","tt12280494","movie",2023,0,"Biography,Documentary",6.8,175,NA,"Prime Video"
"Intuition","tt12282598","movie",2020,0,"Crime,Drama,Mystery",5.6,3220,"Alejandro Montiel","Netflix"
"Room 203","tt12283036","movie",2022,0,"Drama,Horror,Thriller",4.3,2108,"Ben Jagger","Hulu"
"Quarantine Girl","tt12283738","movie",2020,0,"Horror,Thriller",3,2784,NA,"Prime Video"
"Sinful","tt12283788","movie",2020,0,"Horror,Thriller",2.8,2423,"Rich Mallery","Prime Video"
"Santa Inc.","tt12286260","tvSeries",2021,2021,"Animation,Comedy,Fantasy",1.7,15676,"Harry Chaskin","Prime Video"
"Iron Man 2","tt1228705","movie",2010,0,"Action,Sci-Fi",6.9,888774,"Jon Favreau","Disney+"
"Yashahime: Princess Half-Demon","tt12287748","tvSeries",2020,0,"Action,Adventure,Animation",7,1329,NA,"Hulu"
"Yashahime: Princess Half-Demon","tt12287748","tvSeries",2020,0,"Action,Adventure,Animation",7,1329,NA,"Prime Video"
"Big Fan","tt1228953","movie",2009,0,"Comedy,Crime,Drama",6.6,9993,"Robert Siegel","Prime Video"
"Mission: Impossible - Ghost Protocol","tt1229238","movie",2011,0,"Action,Adventure,Thriller",7.4,537158,"Brad Bird","Paramount+"
"Anchorman 2: The Legend Continues","tt1229340","movie",2013,0,"Comedy",6.3,195552,"Adam McKay","Paramount+"
"Hung","tt1229413","tvSeries",2009,2011,"Comedy,Drama",7.2,23526,NA,"Max"
"White Sky","tt12295244","movie",2021,0,"Action,Sci-Fi",3,459,"Adam Wilson","Prime Video"
"Jonas Brothers: The Concert Experience","tt1229827","movie",2009,0,"Biography,Documentary,Music",1.6,17566,"Bruce Hendricks","Disney+"
"Black Box","tt12298506","movie",2020,0,"Horror,Mystery,Sci-Fi",6.2,17941,"Emmanuel Osei-Kuffour","Prime Video"
"The Romance of Tiger and Rose","tt12299432","tvSeries",2020,2020,"Comedy,Drama,Fantasy",7.8,1293,"Chuen-Yee Cha","Prime Video"
"History's Mysteries","tt1229946","tvSeries",1998,2011,"Documentary,History,Mystery",8,249,NA,"Prime Video"
"The Twin Flower Legend","tt12299502","tvSeries",2020,2020,"Drama",6.8,9,"Gam-Yuen Ng","Prime Video"
"November Story","tt12299774","tvSeries",2021,0,"Crime,Mystery,Thriller",7.6,7153,"Indhra Subramaniam","Hulu"
"JJ+E","tt12299824","movie",2021,0,"Drama,Romance",5.4,2537,"Alexis Almström","Netflix"
"Ombatthane Dikku","tt12299992","movie",2022,0,"Drama",4.6,340,"Dayal Padmanabhan","Prime Video"
"Minor Details","tt1230126","movie",2009,0,"Adventure,Family,Mystery",4.6,999,"John Lyde","Prime Video"
"Rock On!!","tt1230165","movie",2008,0,"Drama,Music",7.7,23079,"Abhishek Kapoor","Netflix"
"Rock On!!","tt1230165","movie",2008,0,"Drama,Music",7.7,23079,"Abhishek Kapoor","Prime Video"
"A Turtle's Tale: Sammy's Adventures","tt1230204","movie",2010,0,"Adventure,Animation,Family",6,8367,NA,"Prime Video"
"Clark","tt12304420","tvMiniSeries",2022,2022,"Action,Comedy,Crime",7.3,14774,"Jonas Åkerlund","Netflix"
"Billu","tt1230448","movie",2009,0,"Comedy,Drama",6.4,13867,"Priyadarshan","Netflix"
