Movie Title,Release Date,Wikipedia URL,Genre (1),Genre (2),Director (1),Director (2),Cast (1),Cast (2),Cast (3),Cast (4),Cast (5),Budget,Z-Score (Budget),Box Office Revenue,Z-Score (Revenue)
Rise of the Guardians,2012-11-21,https://en.wikipedia.org/wiki/Rise_of_the_Guardians,Adventure,,Peter Ramsey,,Chris Pine,Alec Baldwin,Hugh Jackman,Isla Fisher,Jude Law,145000000.00,1.95,306900000.00,0.85
Risen,2016-02-19,https://en.wikipedia.org/wiki/Risen_(2016_film),Drama,,Kevin Reynolds,,Joseph Fiennes,Tom Felton,Cliff Curtis,,,20000000.00,-0.59,46100000.00,-0.58
RoboCop,2014-01-30,https://en.wikipedia.org/wiki/RoboCop_(2014_film),Action,Adventure,José Padilha,,Joel Kinnaman,Gary Oldman,Michael Keaton,Samuel L. Jackson,Jackie Earle Haley,100000000.00,1.04,242700000.00,0.50
Robot & Frank,2012-08-17,https://en.wikipedia.org/wiki/Robot_%2526_Frank,Comedy,Drama,Jake Schreier,,Frank Langella,Susan Sarandon,James Marsden,Liv Tyler,Peter Sarsgaard,2500000.00,-0.94,4900000.00,-0.80
Rock of Ages,2012-06-15,https://en.wikipedia.org/wiki/Rock_of_Ages_(2012_film),Musical,Drama,Adam Shankman,,Julianne Hough,Diego Boneta,Tom Cruise,Alec Baldwin,Russell Brand,75000000.00,0.53,59400000.00,-0.51
Rock the Kasbah,2015-10-22,https://en.wikipedia.org/wiki/Rock_the_Kasbah_(film),Comedy,,Barry Levinson,,Bill Murray,Bruce Willis,Kate Hudson,Scott Caan,Zooey Deschanel,15000000.00,-0.69,3400000.00,-0.81
Romeo and Juliet,2013-07-26,https://en.wikipedia.org/wiki/Romeo_and_Juliet_(2013_film),Drama,,Carlo Carlei,,Hailee Steinfeld,Douglas Booth,Damian Lewis,Natascha McElhone,Lesley Manville,15000000.00,-0.69,3000000.00,-0.81
Room,2015-09-04,https://en.wikipedia.org/wiki/Room_(2015_film),Drama,Thriller,Lenny Abrahamson,,Brie Larson,Joan Allen,William H. Macy,Sean Bridgers,Jacob Tremblay,13000000.00,-0.73,36000000.00,-0.63
Run All Night,2015-03-13,https://en.wikipedia.org/wiki/Run_All_Night_(film),Action,,Jaume Collet-Serra,,Liam Neeson,Joel Kinnaman,Ed Harris,,,61600000.00,0.26,71700000.00,-0.44
"Runner, Runner",2013-09-27,"https://en.wikipedia.org/wiki/Runner,_Runner_(film)",Crime,,Brad Furman,,Ben Affleck,Justin Timberlake,Gemma Arterton,Anthony Mackie,,30000000.00,-0.38,30000000.00,-0.67
Rush,2013-09-20,https://en.wikipedia.org/wiki/Rush_(2013_film),Action,,Ron Howard,,Chris Hemsworth,Daniel Bruhl,Olivia Wilde,Alexandra Maria Lara,,38000000.00,-0.22,90200000.00,-0.34
Sabotage,2014-03-19,https://en.wikipedia.org/wiki/Sabotage_(2014_film),Action,,David Ayer,,Arnold Schwarzenegger,Mireille Enos,Sam Worthington,Joe Manganiello,Olivia Williams,35000000.00,-0.28,17500000.00,-0.73
Safe House,2012-02-10,https://en.wikipedia.org/wiki/Safe_House_(2012_film),Action,,Daniel Espinosa,,Denzel Washington,Ryan Reynolds,Sam Shepard,Robert Patrick,Liam Cunningham,85000000.00,0.73,208100000.00,0.31
Salmon Fishing in the Yemen,2012-03-09,https://en.wikipedia.org/wiki/Salmon_Fishing_in_the_Yemen,Drama,Romance,Lasse Hallström,,Ewan McGregor,Emily Blunt,Kristin Scott Thomas,Amr Waked,,14400000.00,-0.70,34600000.00,-0.64
Savages,2012-07-06,https://en.wikipedia.org/wiki/Savages_(2012_film),Crime,Drama,Oliver Stone,,Taylor Kitsch,Blake Lively,Aaron Johnson,John Travolta,Benicio del Toro,45000000.00,-0.08,83000000.00,-0.38
Scary Movie 5,2013-04-12,https://en.wikipedia.org/wiki/Scary_Movie_5,Comedy,Horror,Malcolm D. Lee,,Ashley Tisdale,Simon Rex,Lindsay Lohan,Charlie Sheen,Terry Crews,20000000.00,-0.59,78400000.00,-0.40
Secret in Their Eyes,2015-11-20,https://en.wikipedia.org/wiki/Secret_in_Their_Eyes,Crime,Thriller,Billy Ray,,Julia Roberts,Nicole Kidman,Chiwetel Ejiofor,Dean Norris,,19500000.00,-0.60,32200000.00,-0.65
Self/less,2015-07-10,https://en.wikipedia.org/wiki/Self/less,Drama,Sci-Fi,Tarsem Singh,,Ryan Reynolds,Ben Kingsley,Natalie Martinez,Victor Garber,Matthew Goode,26000000.00,-0.46,30500000.00,-0.66
Selma,2014-12-25,https://en.wikipedia.org/wiki/Selma_(film),Drama,,Ava DuVernay,,David Oyelowo,Tom Wilkinson,Common,Carmen Ejogo,,20000000.00,-0.59,66800000.00,-0.46
Seventh Son,2014-12-17,https://en.wikipedia.org/wiki/Seventh_Son_(film),Fantasy,,Sergei Bodrov,,Sergei Bodrov (director) Ben Barnes,Jeff Bridges,Julianne Moore,Alicia Vikander,Kit Harington,95000000.00,0.94,114200000.00,-0.21
Shaun the Sheep Movie,2015-01-24,https://en.wikipedia.org/wiki/Shaun_the_Sheep_Movie,Adventure,Comedy,Mark Burton,,Justin Fletcher,John Sparkes,,,,25000000.00,-0.49,106000000.00,-0.25
Sicario,2015-05-19,https://en.wikipedia.org/wiki/Sicario_(2015_film),Crime,Drama,Denis Villeneuve,,Emily Blunt,Benicio del Toro,Josh Brolin,Jon Bernthal,,30000000.00,-0.38,84900000.00,-0.37
Side Effects,2013-02-08,https://en.wikipedia.org/wiki/Side_Effects_(2013_film),Crime,,Steven Soderbergh,,Rooney Mara,Jude Law,Channing Tatum,Catherine Zeta-Jones,Vinessa Shaw,30000000.00,-0.38,66700000.00,-0.47
Silent Hill: Revelation 3D,2012-10-26,https://en.wikipedia.org/wiki/Silent_Hill:_Revelation_3D,Horror,,Michael J. Bassett,,Adelaide Clemens,Sean Bean,Radha Mitchell,Kit Harington,Carrie-Anne Moss,20000000.00,-0.59,52300000.00,-0.54
Silver Linings Playbook,2012-11-16,https://en.wikipedia.org/wiki/Silver_Linings_Playbook,Drama,,David O. Russell,,Bradley Cooper,Jennifer Lawrence,Brea Bee,Robert De Niro,Jacki Weaver,21000000.00,-0.57,236400000.00,0.46
Sin City: A Dame to Kill For,2014-08-19,https://en.wikipedia.org/wiki/Sin_City:_A_Dame_to_Kill_For,Crime,Thriller,Frank Miller,Robert Rodriguez,Jessica Alba,Powers Boothe,Josh Brolin,Rosario Dawson,Joseph Gordon-Levitt,65000000.00,0.33,39400000.00,-0.61
Sinister,2012-10-12,https://en.wikipedia.org/wiki/Sinister_(film),Horror,Thriller,Scott Derrickson,,Ethan Hawke,Juliet Rylance,Fred Thompson,Vincent D'Onofrio,,3000000.00,-0.93,77700000.00,-0.41
Sinister 2,2015-08-21,https://en.wikipedia.org/wiki/Sinister_2,Horror,,Ciaran Foy,,James Ransone,Shannyn Sossamon,,,,10000000.00,-0.79,52900000.00,-0.54
Sisters,2015-12-18,https://en.wikipedia.org/wiki/Sisters_(2015_film),Comedy,,Jason Moore,,Amy Poehler,Tina Fey,John Cena,Maya Rudolph,,30000000.00,-0.38,105000000.00,-0.26
Snitch,2013-02-22,https://en.wikipedia.org/wiki/Snitch_(film),Action,,Ric Roman Waugh,,Dwayne Johnson,Susan Sarandon,Benjamin Bratt,Barry Pepper,,15000000.00,-0.69,57800000.00,-0.51
Snow White and the Huntsman,2012-06-01,https://en.wikipedia.org/wiki/Snow_White_and_the_Huntsman,Action,Fantasy,Rupert Sanders,,Charlize Theron,Kristen Stewart,Chris Hemsworth,Sam Spruell,Ian McShane,170000000.00,2.46,396600000.00,1.33
Son of God,2014-02-28,https://en.wikipedia.org/wiki/Son_of_God_(film),Drama,,Christopher Spencer,,Diogo Morgado,Roma Downey,Darwin Shaw,,,22000000.00,-0.55,67800000.00,-0.46
Son of Saul,2015-05-15,https://en.wikipedia.org/wiki/Son_of_Saul,Drama,,László Nemes,,Géza Röhrig,,,,,1500000.00,-0.96,6200000.00,-0.80
Southpaw,2015-06-15,https://en.wikipedia.org/wiki/Southpaw_(film),Drama,,Antoine Fuqua,,Jake Gyllenhaal,Rachel McAdams,Naomie Harris,Forest Whitaker,Victor Ortiz,30000000.00,-0.38,92000000.00,-0.33
Spotlight,2015-09-03,https://en.wikipedia.org/wiki/Spotlight_(film),Drama,,Tom McCarthy,,Mark Ruffalo,Michael Keaton,Rachel McAdams,Liev Schreiber,John Slattery,20000000.00,-0.59,88300000.00,-0.35
Spy,2015-05-15,https://en.wikipedia.org/wiki/Spy_(2015_film),Action,Comedy,Paul Feig,,Melissa McCarthy,Jason Statham,Rose Byrne,Miranda Hart,Bobby Cannavale,65000000.00,0.33,235700000.00,0.46
St. Vincent,2014-09-05,https://en.wikipedia.org/wiki/St._Vincent_(film),Comedy,,Theodore Melfi,,Bill Murray,Melissa McCarthy,Naomi Watts,Chris O'Dowd,Kimberly Quinn,13000000.00,-0.73,54800000.00,-0.53
Stand by Me Doraemon,2014-08-08,https://en.wikipedia.org/wiki/Stand_by_Me_Doraemon,Animation,,Takashi Yamazaki,Ryuichi Yagi,Wasabi Mizuta,Megumi Ohara,Yumi Kakazu,Tomokazu Seki,Subaru Kimura,35000000.00,-0.28,196400000.00,0.24
Star Trek Beyond,2016-07-22,https://en.wikipedia.org/wiki/Star_Trek_Beyond,Action,Adventure,Justin Lin,,Chris Pine,Zachary Quinto,Zoe Saldana,Karl Urban,John Cho,185000000.00,2.77,243000000.00,0.50
Step Up: All In,2014-08-08,https://en.wikipedia.org/wiki/Step_Up:_All_In,Drama,,Trish Sie,,Ryan Guzman,Briana Evigan,Alyson Stoner,Adam Sevani,Mari Koda,45000000.00,-0.08,86200000.00,-0.36
Steve Jobs,2015-09-05,https://en.wikipedia.org/wiki/Steve_Jobs_(2015_film),Biography,,Danny Boyle,,Michael Fassbender,Seth Rogen,Kate Winslet,Jeff Daniels,Katherine Waterston,30000000.00,-0.38,34400000.00,-0.64
Straight Outta Compton,2015-08-11,https://en.wikipedia.org/wiki/Straight_Outta_Compton_(2015_film),Biography,Drama,F. Gary Gray,,O'Shea Jackson,Jr.,Corey Hawkins,Jason Mitchell,Aldis Hodge,50000000.00,0.02,201600000.00,0.27
Suffragette,2015-09-04,https://en.wikipedia.org/wiki/Suffragette_(film),Drama,,Sarah Gavron,,Carey Mulligan,Helena Bonham Carter,Meryl Streep,Ben Whishaw,Brendan Gleeson,14000000.00,-0.71,32000000.00,-0.65
Suicide Squad,2016-08-05,https://en.wikipedia.org/wiki/Suicide_Squad_(film),Action,,David Ayer,,Will Smith,Jared Leto,Margot Robbie,Joel Kinnaman,Viola Davis,175000000.00,2.56,636700000.00,2.65
Taken 2,2012-10-05,https://en.wikipedia.org/wiki/Taken_2,Action,Thriller,Olivier Megaton,,Liam Neeson,Famke Janssen,Maggie Grace,Rade Sherbedgia,Luke Grimes,43000000.00,-0.12,376100000.00,1.22
Tammy,2014-07-02,https://en.wikipedia.org/wiki/Tammy_(film),Comedy,,Ben Falcone,,Melissa McCarthy,Susan Sarandon,Allison Janney,Toni Collette,Sandra Oh,20000000.00,-0.59,100500000.00,-0.28
Ted,2012-06-29,https://en.wikipedia.org/wiki/Ted_(film),Comedy,,Seth MacFarlane,,Mark Wahlberg,Mila Kunis,Seth MacFarlane,Giovanni Ribisi,Joel McHale,51000000.00,0.04,549400000.00,2.17
Ted 2,2015-06-24,https://en.wikipedia.org/wiki/Ted_2,Comedy,,Seth MacFarlane,,Alec Sulkin,Wellesley Wild(screenplay) Mark Wahlberg,Seth MacFarlane,Amanda Seyfried,Giovanni Ribisi,68000000.00,0.39,216700000.00,0.35
Teenage Mutant Ninja Turtles,2014-07-29,https://en.wikipedia.org/wiki/Teenage_Mutant_Ninja_Turtles_(2014_film),Action,Comedy,Jonathan Liebesman,,Megan Fox,Johnny Knoxville,Alan Ritchson,Noel Fisher,Jeremy Howard,125000000.00,1.55,493300000.00,1.86
Teenage Mutant Ninja Turtles: Out of the Shadows,2016-05-22,https://en.wikipedia.org/wiki/Teenage_Mutant_Ninja_Turtles:_Out_of_the_Shadows,Action,,Dave Green,,Megan Fox,Stephen Amell,Will Arnett,Laura Linney,Brian Tee,135000000.00,1.75,242500000.00,0.49
Terminator Genisys,2015-06-22,https://en.wikipedia.org/wiki/Terminator_Genisys,Sci-Fi,Action,Alan Taylor,,Arnold Schwarzenegger,J. K. Simmons,Emilia Clarke,Jason Clarke,Jai Courtney,155000000.00,2.16,440600000.00,1.57
Texas Chainsaw 3D,2013-01-04,https://en.wikipedia.org/wiki/Texas_Chainsaw_3D,Horror,,John Luessenhop,,Alexandra Daddario,Dan Yeager,Trey Songz,Scott Eastwood,Tania Raymonde,20000000.00,-0.59,47200000.00,-0.57
That Awkward Moment,2014-01-27,https://en.wikipedia.org/wiki/That_Awkward_Moment,Comedy,Romance,Tom Gormican,,Zac Efron,Michael B. Jordan,Miles Teller,Imogen Poots,Jessica Lucas,8000000.00,-0.83,40500000.00,-0.61
The 33,2015-08-06,https://en.wikipedia.org/wiki/The_33_(film),Drama,,Patricia Riggen,,Antonio Banderas,Rodrigo Santoro,Juliette Binoche,James Brolin,Lou Diamond Phillips,26000000.00,-0.46,24900000.00,-0.69
The 5th Wave,2016-01-22,https://en.wikipedia.org/wiki/The_5th_Wave_(film),Sci-Fi,Adventure,J Blakeson,,Chloë Grace Moretz,Nick Robinson,Alex Roe,Liev Schreiber,Maika Monroe,35000000.00,-0.28,110700000.00,-0.23
The Age of Adaline,2015-04-24,https://en.wikipedia.org/wiki/The_Age_of_Adaline,Romance,,Lee Toland Krieger,,Blake Lively,Michiel Huisman,Harrison Ford,Ellen Burstyn,Amanda Crew,25000000.00,-0.49,65700000.00,-0.47
The Amazing Spider-Man,2012-07-03,https://en.wikipedia.org/wiki/The_Amazing_Spider-Man_(2012_film),Action,Fantasy,Marc Webb,,Andrew Garfield,Emma Stone,Max Charles,Martin Sheen,Sally Field,230000000.00,3.68,757900000.00,3.31
The Angry Birds Movie,2016-05-05,https://en.wikipedia.org/wiki/The_Angry_Birds_Movie,Comedy,,Clay Kaytis,Fergal Reilly,Jason Sudeikis,Josh Gad,Danny McBride,Bill Hader,Maya Rudolph,73000000.00,0.49,346900000.00,1.06
The Best Exotic Marigold Hotel ₪,2012-05-04,https://en.wikipedia.org/wiki/The_Best_Exotic_Marigold_Hotel,Comedy,Drama,John Madden,,Judi Dench,Bill Nighy,Dev Patel,Tom Wilkinson,Maggie Smith,10000000.00,-0.79,136800000.00,-0.08
The Big Short,2015-12-11,https://en.wikipedia.org/wiki/The_Big_Short_(film),Biography,Drama,Adam McKay,,Religious Bale,Steve Carell,Ryan Gosling,Brad Pitt,Melissa Leo,28000000.00,-0.42,133300000.00,-0.10
The Bling Ring,2013-06-14,https://en.wikipedia.org/wiki/The_Bling_Ring,Comedy,Crime,Sofia Coppola,,Emma Watson,Israel Broussard,Katie Chang,Claire Julien,Taissa Farmiga,8000000.00,-0.83,19100000.00,-0.73
The Book of Life,2014-10-12,https://en.wikipedia.org/wiki/The_Book_of_Life_(2014_film),Family,,Jorge R. Gutierrez,,Christina Applegate,Diego Luna,Zoe Saldana,Channing Tatum,,50000000.00,0.02,99800000.00,-0.28
The Boss,2016-04-08,https://en.wikipedia.org/wiki/The_Boss_(2016_film),Comedy,,Ben Falcone,,Melissa McCarthy,Kristen Bell,Peter Dinklage,Tyler Labine,Kristen Schaal,29000000.00,-0.40,78600000.00,-0.40
The Bourne Legacy,2012-08-10,https://en.wikipedia.org/wiki/The_Bourne_Legacy_(film),Action,Thriller,Tony Gilroy,,Jeremy Renner,Rachel Weisz,Edward Norton,Oscar Isaac,Joan Allen,125000000.00,1.55,276100000.00,0.68
The Boxtrolls,2014-08-31,https://en.wikipedia.org/wiki/The_Boxtrolls,Family,,Anthony Stacchi,Graham Annable,Ben Kingsley,Toni Collette,Elle Fanning,Isaac Hempstead-Wright,Jared Harris,60000000.00,0.23,109300000.00,-0.23
The Boy,2016-01-22,https://en.wikipedia.org/wiki/The_Boy_(2016_film),Horror,Thriller,William Brent Bell,,Lauren Cohan,Rupert Evans,Jim Norton,Diana Hardcastle,,10000000.00,-0.79,64200000.00,-0.48
The Butler,2013-08-16,https://en.wikipedia.org/wiki/The_Butler,Drama,Biography,Lee Daniels,,Forest Whitaker,Oprah Winfrey,David Oyelowo,Liam Neeson,John Cusack,30000000.00,-0.38,176600000.00,0.13
The Cabin in the Woods,2012-04-13,https://en.wikipedia.org/wiki/The_Cabin_in_the_Woods,Horror,Comedy,Drew Goddard,,Richard Jenkins,Bradley Whitford,Jesse Williams,Chris Hemsworth,Kristen Connolly,30000000.00,-0.38,66500000.00,-0.47
The Call,2013-03-15,https://en.wikipedia.org/wiki/The_Call_(2013_film),Mystery,,Brad Anderson,,Abigail Breslin,Halle Berry,Morris Chestnut,Michael Eklund,Michael Imperioli,13000000.00,-0.73,68600000.00,-0.46
The Campaign,2012-08-10,https://en.wikipedia.org/wiki/The_Campaign_(film),Comedy,,Jay Roach,,Will Ferrell,Zach Galifianakis,Jason Sudeikis,Katherine LaNasa,Dylan McDermott,95000000.00,0.94,104900000.00,-0.26
The Cold Light of Day,2012-09-07,https://en.wikipedia.org/wiki/The_Cold_Light_of_Day_(film),Action,Thriller,Mabrouk El Mechri,,Henry Cavill,Bruce Willis,Sigourney Weaver,Veronica Echegui,Roschoy Zem,20000000.00,-0.59,16900000.00,-0.74
The Collection,2012-11-30,https://en.wikipedia.org/wiki/The_Collection_(film),Horror,,Marcus Dunstan,,Josh Stewart,Emma Fitzpatrick,,,,10000000.00,-0.79,8900000.00,-0.78
The Conjuring,2013-07-19,https://en.wikipedia.org/wiki/The_Conjuring_(film),Thriller,Horror,James Wan,,Patrick Wilson,Vera Farmiga,Ron Livingston,Lili Taylor,Shannon Kook,20000000.00,-0.59,318000000.00,0.91
The Conjuring 2,2016-06-07,https://en.wikipedia.org/wiki/The_Conjuring_2,Horror,,James Wan,,Patrick Wilson,Vera Farmiga,,,,40000000.00,-0.18,319500000.00,0.91
The Croods,2013-03-22,https://en.wikipedia.org/wiki/The_Croods,Adventure,Comedy,Chris Sanders,Kirk DeMicco,Nicolas Cage,Ryan Reynolds,Emma Stone,Catherine Keener,Clark Duke,135000000.00,1.75,587200000.00,2.37
The Danish Girl,2015-09-05,https://en.wikipedia.org/wiki/The_Danish_Girl_(film),Drama,,Tom Hooper,,Eddie Redmayne,Alicia Vikander,Matthias Schoenaerts,Ben Whishaw,,15000000.00,-0.69,64200000.00,-0.48
The Darkness,2016-05-13,https://en.wikipedia.org/wiki/The_Darkness_(film),Horror,,Greg McLean,,Kevin Bacon,Radha Mitchell,David Mazouz,Lucy Fry,Matt Walsh,4000000.00,-0.91,10900000.00,-0.77
The Devil Inside,2012-01-06,https://en.wikipedia.org/wiki/The_Devil_Inside_(film),Horror,Drama,William Brent Bell,,Suzan Crowley,Fernanda Andrade,Simon Quarterman,Evan Helmuth,,1000000.00,-0.97,101800000.00,-0.27
The Dictator,2012-05-16,https://en.wikipedia.org/wiki/The_Dictator_(2012_film),Comedy,,Larry Charles,,Sacha Baron Cohen,Ben Kingsley,Anna Faris,Megan Fox,John C. Reilly,65000000.00,0.33,179400000.00,0.15
The Divergent Series: Allegiant,2016-03-18,https://en.wikipedia.org/wiki/The_Divergent_Series:_Allegiant,Adventure,Action,Robert Schwentke,,Shailene Woodley,Theo James,Naomi Watts,Jeff Daniels,Ansel Elgort,110000000.00,1.24,179200000.00,0.15
The Divergent Series: Insurgent,2015-03-19,https://en.wikipedia.org/wiki/The_Divergent_Series:_Insurgent,Sci-Fi,Action,Robert Schwentke,,Shailene Woodley,Kate Winslet,Theo James,Ansel Elgort,Naomi Watts,110000000.00,1.24,297300000.00,0.79
The Drop,2014-09-12,https://en.wikipedia.org/wiki/The_Drop_(film),Drama,,Michaël R. Roskam,,Tom Hardy,Noomi Rapace,James Gandolfini,Matthias Schoenaerts,John Ortiz,12600000.00,-0.74,18700000.00,-0.73
The Duff,2015-02-12,https://en.wikipedia.org/wiki/The_Duff,Comedy,,Ari Sandel,,Mae Whitman,Robbie Amell,Bella Thorne,Bianca A. Santos,Allison Janney,8500000.00,-0.82,43500000.00,-0.59
The East,2013-05-31,https://en.wikipedia.org/wiki/The_East_(film),Crime,,Zal Batmanglij,,Brit Marling,Alexander Skarsgard,Ellen Page,Julia Ormond,Patricia Clarkson,6500000.00,-0.86,2400000.00,-0.82
The Equalizer,2014-09-07,https://en.wikipedia.org/wiki/The_Equalizer_(film),Thriller,,Antoine Fuqua,,Denzel Washington,Chloë Grace Moretz,Marton Csokas,David Harbour,Bill Pullman,55000000.00,0.12,192300000.00,0.22
The Expendables 2,2012-08-17,https://en.wikipedia.org/wiki/The_Expendables_2,Action,,Simon West,,Sylvester Stallone,Jason Statham,Dolph Lundgren,Terry Crews,Randy Couture,100000000.00,1.04,305400000.00,0.84
The Expendables 3,2014-08-04,https://en.wikipedia.org/wiki/The_Expendables_3,Action,,Patrick Hughes,,Sylvester Stallone,Arnold Schwarzenegger,Harrison Ford,Mel Gibson,Jason Statham,90000000.00,0.84,206200000.00,0.30
The Family,2013-09-13,https://en.wikipedia.org/wiki/The_Family_(2013_film),Crime,,Luc Besson,,Robert De Niro,Michelle Pfeiffer,Dianna Agron,Tommy Lee Jones,Vincent Pastore,30000000.00,-0.38,78400000.00,-0.40
The Fault in Our Stars,2014-05-16,https://en.wikipedia.org/wiki/The_Fault_in_Our_Stars_(film),Drama,,Josh Boone,,Shailene Woodley,Ansel Elgort,,,,13000000.00,-0.73,307200000.00,0.85
The Five-Year Engagement,2012-04-27,https://en.wikipedia.org/wiki/The_Five-Year_Engagement,Comedy,Romance,Nicholas Stoller,,Jason Segel,Emily Blunt,Chris Pratt,Alison Brie,Rhys Ifans,30000000.00,-0.38,53900000.00,-0.54
The Forest,2016-01-08,https://en.wikipedia.org/wiki/The_Forest_(2016_film),Horror,,Jason Zada,,Natalie Dormer,Taylor Kinney,,,,10000000.00,-0.79,37600000.00,-0.62
The Gift,2015-07-30,https://en.wikipedia.org/wiki/The_Gift_(2015_film),Thriller,,Joel Edgerton,,Jason Bateman,Rebecca Hall,Joel Edgerton,,,5000000.00,-0.89,59000000.00,-0.51
The Giver,2014-08-11,https://en.wikipedia.org/wiki/The_Giver_(film),Sci-Fi,,Phillip Noyce,,Jeff Bridges,Brenton Thwaites,Meryl Streep,Alexander Skarsgård,Katie Holmes,25000000.00,-0.49,67000000.00,-0.46
The Grand Budapest Hotel,2014-02-06,https://en.wikipedia.org/wiki/The_Grand_Budapest_Hotel,Comedy,,Wes Anderson,,Ralph Fiennes,Tony Revolori,F. Murray Abraham,Mathieu Amalric,Adrien Brody,23000000.00,-0.53,174800000.00,0.12
The Great Gatsby,2013-05-10,https://en.wikipedia.org/wiki/The_Great_Gatsby_(2013_film),Drama,Romance,Baz Luhrmann,,Leonardo DiCaprio,Tobey Maguire,Joel Edgerton,Carey Mulligan,Isla Fisher,105000000.00,1.14,351000000.00,1.09
The Grey,2012-01-27,https://en.wikipedia.org/wiki/The_Grey_(film),Action,Drama,Joe Carnahan,,Liam Neeson,Frank Grillo,Dermot Mulroney,Dallas Roberts,,25000000.00,-0.49,77300000.00,-0.41
The Gunman,2015-03-20,https://en.wikipedia.org/wiki/The_Gunman_(film),Thriller,,Pierre Morel,,Sean Penn,Javier Bardem,Ray Winstone,Idris Elba,Mark Rylance,40000000.00,-0.18,24200000.00,-0.70
The Hangover Part III,2013-05-23,https://en.wikipedia.org/wiki/The_Hangover_Part_III,Comedy,,Todd Phillips,,Bradley Cooper,Zach Galifianakis,Ed Helms,Justin Bartha,Ken Jeong,103000000.00,1.10,362000000.00,1.15
The Hateful Eight,2015-12-25,https://en.wikipedia.org/wiki/The_Hateful_Eight,Drama,,Quentin Tarantino,,Samuel L. Jackson,Kurt Russell,Jennifer Jason Leigh,Walton Goggins,Tim Roth,44000000.00,-0.10,155800000.00,0.02
The Heat,2013-06-28,https://en.wikipedia.org/wiki/The_Heat_(film),Action,Comedy,Paul Feig,,Sandra Bullock,Melissa McCarthy,Kaitlin Olson,Tony Hale,Demian Bichir,43000000.00,-0.12,229900000.00,0.43
The Hobbit: The Battle of the Five Armies,2014-12-01,https://en.wikipedia.org/wiki/The_Hobbit:_The_Battle_of_the_Five_Armies,Adventure,Fantasy,Peter Jackson,,Ian McKellen,Martin Freeman,Richard Armitage,Evangeline Lilly,Luke Evans,250000000.00,4.09,956000000.00,4.39
The Host,2013-03-29,https://en.wikipedia.org/wiki/The_Host_(2013_film),Sci-Fi,Romance,Andrew Niccol,,Saoirse Ronan,Max Irons,Jake Abel,Diane Kruger,William Hurt,40000000.00,-0.18,63300000.00,-0.48
The Hundred-Foot Journey,2014-08-08,https://en.wikipedia.org/wiki/The_Hundred-Foot_Journey_(film),Drama,,Lasse Hallström,,Helen Mirren,Manish Dayal,,,,22000000.00,-0.55,88900000.00,-0.34
The Hunger Games,2012-03-23,https://en.wikipedia.org/wiki/The_Hunger_Games_(film),Action,Sci-Fi,Gary Ross,,Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth,Wes Bentley,Elizabeth Banks,78000000.00,0.59,694400000.00,2.96
The Hunger Games: Mockingjay – Part 1,2014-11-10,https://en.wikipedia.org/wiki/The_Hunger_Games:_Mockingjay_%25E2%2580%2593_Part_1,Sci-Fi,Adventure,Francis Lawrence,,Jennifer Lawrence,Josh Hutcherson,Woody Harrelson,Julianne Moore,Donald Sutherland,125000000.00,1.55,755400000.00,3.29
The Hunger Games: Mockingjay – Part 2,2015-11-04,https://en.wikipedia.org/wiki/The_Hunger_Games:_Mockingjay_%25E2%2580%2593_Part_2,Sci-Fi,,Francis Lawrence,,Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth,Woody Harrelson,Elizabeth Banks,160000000.00,2.26,653400000.00,2.74
The Huntsman: Winter's War,2016-04-22,https://en.wikipedia.org/wiki/The_Huntsman:_Winter%2527s_War,Fantasy,,Cedric Nicolas-Troyan,,Chris Hemsworth,Charlize Theron,Emily Blunt,Jessica Chastain,Nick Frost,115000000.00,1.34,164600000.00,0.07
The Iceman,2013-05-03,https://en.wikipedia.org/wiki/The_Iceman_(film),Drama,Thriller,Ariel Vromen,,Morgan Land (screenplay),Michael Shannon,Winona Ryder,Chris Evans,Ray Liotta,10000000.00,-0.79,4400000.00,-0.81
The Identical,2014-04-17,https://en.wikipedia.org/wiki/The_Identical,Religious,Musical,Dustin Marcellino,,Ray Liotta,Ashley Judd,Seth Green,Brian Geraghty,Joe Pantoliano,16000000.00,-0.67,2800000.00,-0.81
The Imitation Game,2014-08-29,https://en.wikipedia.org/wiki/The_Imitation_Game,Drama,,Morten Tyldum,,Benedict Cumberbatch,Keira Knightley,Matthew Goode,Rory Kinnear,Allen Leech,14000000.00,-0.71,233600000.00,0.45
The Impossible,2012-12-21,https://en.wikipedia.org/wiki/The_Impossible_(2012_film),Drama,,Juan Antonio Bayona,,Naomi Watts,Ewan McGregor,,,,45000000.00,-0.08,180300000.00,0.15
The Incredible Burt Wonderstone,2013-03-15,https://en.wikipedia.org/wiki/The_Incredible_Burt_Wonderstone,Comedy,,Don Scardino,,Steve Carell,Jim Carrey,Steve Buscemi,Olivia Wilde,James Gandolfini,34000000.00,-0.30,27400000.00,-0.68
The Infiltrator,2016-07-13,https://en.wikipedia.org/wiki/The_Infiltrator_(2016_film),Drama,Biography,Brad Furman,,Bryan Cranston,Diane Kruger,Benjamin Bratt,John Leguizamo,Amy Ryan,47500000.00,-0.03,15200000.00,-0.75
